4374273067 0 0 0
4374273080 57089 0 15879
4374273093 84597 0 2998
4374273106 84597 0 0
4374273119 84597 0 0
4374273132 84597 0 0
4374273145 84597 0 0
4374273158 84597 0 0
4374273171 84597 0 0
4374273184 84597 0 0
4374273197 84597 0 0
4374273210 84597 0 0
4374273223 84597 0 0
4374273236 84597 0 0
4374273249 84597 0 0
4374273262 84597 0 0
4374273275 84597 0 0
4374273288 84597 0 0
4374273301 84597 0 0
4374273314 84597 0 0
4374273327 93153 0 112
4374273340 146087 0 720
4374273353 151422 0 34
4374273366 151422 0 0
4374273379 151422 0 0
4374273392 151422 0 0
4374273405 151422 0 0
4374273418 151422 0 0
4374273431 151422 0 0
4374273444 151422 0 0
4374273457 151422 0 0
4374273470 151422 0 0
4374273483 151422 0 0
4374273496 151422 0 0
4374273509 151422 0 0
4374273522 151422 0 0
4374273535 151422 0 0
4374273548 151422 0 0
4374273561 151422 0 0
4374273574 151939 0 19
4374273587 170013 0 152
4374273600 205845 0 257
4374273613 205845 0 0
4374273626 205845 0 0
4374273639 205845 0 0
4374273652 205845 0 0
4374273665 205845 0 0
4374273678 205845 0 0
4374273691 205845 0 0
4374273704 205845 0 0
4374273717 205845 0 0
4374273730 205845 0 0
4374273743 205845 0 0
4374273756 205845 0 0
4374273769 205845 0 0
4374273782 205845 0 0
4374273795 205845 0 0
4374273808 205845 0 0
4374273821 205845 0 0
4374273834 210900 0 25
4374273847 242112 0 162
4374273860 251339 0 37
4374273873 251339 0 0
4374273886 251339 0 0
4374273899 251339 0 0
4374273912 251339 0 0
4374273925 251339 0 0
4374273938 251339 0 0
4374273951 251339 0 0
4374273964 251339 0 0
4374273977 251339 0 0
4374273990 251339 0 0
4374274003 251339 0 0
4374274016 251339 0 0
4374274029 251339 0 0
4374274042 251339 0 0
4374274055 251339 0 0
4374274068 251339 0 0
4374274081 255439 0 9
4374274094 267387 0 46
4374274107 288239 0 75
4374274120 288239 0 0
4374274133 288239 0 0
4374274146 288239 0 0
4374274159 288239 0 0
4374274172 288239 0 0
4374274185 288239 0 0
4374274198 288239 0 0
4374274211 288239 0 0
4374274224 288239 0 0
4374274237 288239 0 0
4374274250 288239 0 0
4374274263 288239 0 0
4374274276 288239 0 0
4374274289 288239 0 0
4374274302 288239 0 0
4374274315 288239 0 0
4374274328 288239 0 0
4374274341 291677 0 15
4374274354 318327 0 88
4374274367 319181 0 0
4374274380 319181 0 0
4374274393 319181 0 0
4374274406 319181 0 0
4374274419 319181 0 0
4374274432 319181 0 0
4374274445 319181 0 0
4374274458 319181 0 0
4374274471 319181 0 0
4374274484 319181 0 0
4374274497 319181 0 0
4374274510 319181 0 0
4374274523 319181 0 0
4374274536 319181 0 0
4374274549 319181 0 0
4374274562 319181 0 0
4374274575 319181 0 0
4374274588 321988 0 6
4374274601 334103 0 37
4374274614 344444 0 24
4374274627 344444 0 0
4374274640 344444 0 0
4374274653 344444 0 0
4374274666 344444 0 0
4374274679 344444 0 0
4374274692 344444 0 0
4374274705 344444 0 0
4374274718 344444 0 0
4374274731 344444 0 0
4374274744 344444 0 0
4374274757 344444 0 0
4374274770 344444 0 0
4374274783 344444 0 0
4374274796 344444 0 0
4374274809 344444 0 0
4374274822 344444 0 0
4374274835 346759 0 5
4374274848 351389 0 10
4374274861 365279 0 30
4374274874 365279 0 0
4374274887 365279 0 0
4374274900 365279 0 0
4374274913 365279 0 0
4374274926 365279 0 0
4374274939 365279 0 0
4374274952 365279 0 0
4374274965 365279 0 0
4374274978 365279 0 0
4374274991 365279 0 0
4374275004 365279 0 0
4374275017 365279 0 0
4374275030 365279 0 0
4374275043 365279 0 0
4374275056 365279 0 0
4374275069 365279 0 0
4374275082 365279 0 0
4374275095 367153 0 4
4374275108 382145 0 32
4374275121 382145 0 0
4374275134 382145 0 0
4374275147 382145 0 0
4374275160 382145 0 0
4374275173 382145 0 0
4374275186 382145 0 0
4374275199 382145 0 0
4374275212 382145 0 0
4374275225 382145 0 0
4374275238 382145 0 0
4374275251 382145 0 0
4374275264 382145 0 0
4374275277 382145 0 0
4374275290 382145 0 0
4374275303 382145 0 0
4374275316 382145 0 0
4374275329 382145 0 0
4374275342 383747 0 4
4374275355 391738 0 20
4374275368 396563 0 8
4374275381 396563 0 0
4374275394 396563 0 0
4374275407 396563 0 0
4374275420 396563 0 0
4374275433 396563 0 0
4374275446 396563 0 0
4374275459 396563 0 0
4374275472 396563 0 0
4374275485 396563 0 0
4374275498 396563 0 0
4374275511 396563 0 0
4374275524 396563 0 0
4374275537 396563 0 0
4374275550 396563 0 0
4374275563 396563 0 0
4374275576 396563 0 0
4374275589 397815 0 0
4374275602 400319 0 3
4374275615 407831 0 12
4374275628 407831 0 0
4374275641 407831 0 0
4374275654 407831 0 0
4374275667 407831 0 0
4374275680 407831 0 0
4374275693 407831 0 0
4374275706 407831 0 0
4374275719 407831 0 0
4374275732 407831 0 0
4374275745 407831 0 0
4374275758 407831 0 0
4374275771 407831 0 0
4374275784 407831 0 0
4374275797 407831 0 0
4374275810 407831 0 0
4374275823 407831 0 0
4374275836 407831 0 3
4374275849 409795 0 0
4374275862 416669 0 15
4374275875 416669 0 0
4374275888 416669 0 0
4374275901 416669 0 0
4374275914 416669 0 0
4374275927 416669 0 0
4374275940 416669 0 0
4374275953 416669 0 0
4374275966 416669 0 0
4374275979 416669 0 0
4374275992 416669 0 0
4374276005 416669 0 0
4374276018 416669 0 0
4374276031 416669 0 0
4374276044 416669 0 0
4374276057 416669 0 0
4374276070 416669 0 0
4374276083 416669 0 0
4374276096 417566 0 3
4374276110 424157 0 18
4374276123 424742 0 0
4374276136 424742 0 0
4374276149 424742 0 0
4374276162 424742 0 0
4374276175 424742 0 0
4374276188 424742 0 0
