4374121205 1434 0 2222
4374121218 28201 0 5454
4374121231 28201 0 0
4374121244 28201 0 0
4374121257 28201 0 0
4374121270 28201 0 0
4374121283 28201 0 0
4374121296 28201 0 0
4374121309 28201 0 0
4374121322 28201 0 0
4374121335 28201 0 0
4374121348 28201 0 0
4374121361 28201 0 0
4374121374 28201 0 0
4374121387 28201 0 0
4374121400 28201 0 0
4374121413 28201 0 0
4374121426 28201 0 0
4374121439 28201 0 0
4374121452 28201 0 0
4374121465 33988 0 111
4374121478 50476 0 246
4374121491 50476 0 0
4374121504 50476 0 0
4374121517 50476 0 0
4374121530 50476 0 0
4374121543 50476 0 0
4374121556 50476 0 0
4374121569 50476 0 0
4374121582 50476 0 0
4374121595 50476 0 0
4374121608 50476 0 0
4374121621 50476 0 0
4374121634 50476 0 0
4374121647 50476 0 0
4374121660 50476 0 0
4374121673 50476 0 0
4374121686 50476 0 0
4374121699 50476 0 0
4374121712 50476 0 0
4374121726 68617 0 130
4374121739 68617 0 0
4374121752 68617 0 0
4374121765 68617 0 0
4374121778 68617 0 0
4374121791 68617 0 0
4374121804 68617 0 0
4374121817 68617 0 0
4374121830 68617 0 0
4374121843 68617 0 0
4374121856 68617 0 0
4374121869 68617 0 0
4374121882 68617 0 0
4374121895 68617 0 0
4374121908 68617 0 0
4374121921 68617 0 0
4374121934 68617 0 0
4374121947 68617 0 0
4374121960 68617 0 0
4374121973 78727 0 50
4374121986 83782 0 25
4374121999 83782 0 0
4374122012 83782 0 0
4374122025 83782 0 0
4374122038 83782 0 0
4374122051 83782 0 0
4374122064 83782 0 0
4374122077 83782 0 0
4374122090 83782 0 0
4374122103 83782 0 0
4374122116 83782 0 0
4374122129 83782 0 0
4374122142 83782 0 0
4374122155 83782 0 0
4374122168 83782 0 0
4374122181 83782 0 0
4374122194 83782 0 0
4374122207 83782 0 0
4374122220 83782 0 0
4374122233 96082 0 57
4374122246 96082 0 0
4374122259 96082 0 0
4374122272 96082 0 0
4374122286 96082 0 0
4374122299 96082 0 0
4374122312 96082 0 0
4374122325 96082 0 0
4374122338 96082 0 0
4374122351 96082 0 0
4374122364 96082 0 0
4374122377 96082 0 0
4374122390 96082 0 0
4374122403 96082 0 0
4374122416 96082 0 0
4374122429 96082 0 0
4374122442 96082 0 0
4374122455 96082 0 0
4374122468 96082 0 0
4374122481 106396 0 29
4374122494 106396 0 0
4374122507 106396 0 0
4374122520 106396 0 0
4374122533 106396 0 0
4374122546 106396 0 0
4374122559 106396 0 0
4374122572 106396 0 0
4374122585 106396 0 0
4374122598 106396 0 0
4374122611 106396 0 0
4374122624 106396 0 0
4374122637 106396 0 0
4374122650 106396 0 0
4374122663 106396 0 0
4374122676 106396 0 0
4374122689 106396 0 0
4374122702 106396 0 0
4374122715 106396 0 0
4374122728 112010 0 26
4374122741 114817 0 6
4374122754 114817 0 0
4374122767 114817 0 0
4374122780 114817 0 0
4374122793 114817 0 0
4374122806 114817 0 0
4374122819 114817 0 0
4374122832 114817 0 0
4374122845 114817 0 0
4374122858 114817 0 0
4374122871 114817 0 0
4374122884 114817 0 0
4374122897 114817 0 0
4374122910 114817 0 0
4374122923 114817 0 0
4374122936 114817 0 0
4374122949 114817 0 0
4374122962 114817 0 0
4374122975 114817 0 0
4374122988 121762 0 15
4374123001 121762 0 0
4374123014 121762 0 0
4374123027 121762 0 0
4374123040 121762 0 0
4374123053 121762 0 0
4374123066 121762 0 0
4374123079 121762 0 0
4374123092 121762 0 0
4374123105 121762 0 0
4374123118 121762 0 0
4374123131 121762 0 0
4374123144 121762 0 0
4374123157 121762 0 0
4374123170 121762 0 0
4374123183 121762 0 0
4374123196 121762 0 0
4374123209 121762 0 0
4374123222 121762 0 0
4374123235 127384 0 12
4374123248 127384 0 0
4374123261 127384 0 0
4374123274 127384 0 0
4374123288 127384 0 0
4374123301 127384 0 0
4374123314 127384 0 0
4374123327 127384 0 0
4374123340 127384 0 0
4374123353 127384 0 0
4374123366 127384 0 0
4374123379 127384 0 0
4374123392 127384 0 0
4374123405 127384 0 0
4374123418 127384 0 0
4374123431 127384 0 0
4374123444 127384 0 0
4374123457 127384 0 0
4374123470 127384 0 0
4374123483 130588 0 8
4374123496 132190 0 4
4374123509 132190 0 0
4374123522 132190 0 0
4374123535 132190 0 0
4374123548 132190 0 0
4374123561 132190 0 0
4374123574 132190 0 0
4374123587 132190 0 0
4374123600 132190 0 0
4374123613 132190 0 0
4374123626 132190 0 0
4374123639 132190 0 0
4374123652 132190 0 0
4374123665 132190 0 0
4374123678 132190 0 0
4374123691 132190 0 0
4374123704 132190 0 0
4374123718 132190 0 0
4374123731 133943 0 6
4374123744 135946 0 3
4374123757 135946 0 0
4374123770 135946 0 0
4374123783 135946 0 0
4374123796 135946 0 0
4374123809 135946 0 0
4374123822 135946 0 0
4374123835 135946 0 0
4374123848 135946 0 0
